ticker,year,quarter,time,revenue_net,cogs,gross_profit,other_profit,profit_after_tax,financial_income_net,net_income_parent,total_expenses,total_revenue,profit_before_tax
BMP,2020,4,Q4-2020,1306650670.728,1008797099.11,291681105.081,943311.164,110894725.344,-15686102.434,110894725.344,,,142230114.259
BMP,2021,1,Q1-2021,1155295181.456,946845827.76,206468791.162,910261.022,83958490.831,-13357485.082,83958490.831,,,104534074.428
BMP,2021,2,Q2-2021,1457116382.345,1265603637.253,186713726.963,1024208.628,41833119.838,-22640643.821,41833119.838,,,52270788.599
BMP,2021,3,Q3-2021,528695987.466,503538834.839,23527455.227,29315.941,-25957513.559,-2446703.143,-25957513.559,,,-32312443.475
BMP,2021,4,Q4-2021,1423830480.64,1138080658.821,281977672.092,518485.662,114449584.904,-26982104.572,114449584.904,,,143615341.241
BMP,2022,1,Q1-2022,1352930110.866,1030517492.473,319065933.923,433562.444,127447346.279,-24350002.91,127447346.279,,,159256045.662
BMP,2022,2,Q2-2022,1558307433.292,1164158257.118,390915611.964,1117776.366,145243612.706,-29283488.386,145243612.706,,,181722855.146
BMP,2022,3,Q3-2022,1498803762.184,1072981101.52,422826165.038,776884.48,175137395.329,-28016675.679,175137395.329,,,219764754.639
BMP,2022,4,Q4-2022,1414791949.283,933027198.457,474852614.767,931237.606,248432342.507,-20716855.98,248432342.507,,,311779059.694
BPC,2020,1,Q1-2020,58548901.233,50398985.365,8142729.893,23700.0,1444554.2,-1058419.234,1444554.2,,,1816192.75
BPC,2020,2,Q2-2020,69181783.143,58467151.639,10703356.227,-1.0,2193552.079,-1150014.723,2193552.079,,,2842885.629
BPC,2020,3,Q3-2020,50632766.526,43372566.476,7252703.523,-1.0,886175.63,-864076.994,886175.63,,,1066809.213
BPC,2020,4,Q4-2020,71004343.518,61889888.977,9098386.624,55083.932,724910.863,-632899.927,724910.863,,,1485740.856
BPC,2021,1,Q1-2021,62556636.156,55031602.969,7524414.387,-1.0,75832.0,-656511.198,75832.0,,,105290.0
BPC,2021,2,Q2-2021,77305824.732,69783643.116,7514123.681,21.098,1298569.806,-192685.146,1298569.806,,,1668688.168
BPC,2021,3,Q3-2021,53408580.479,48638933.986,4765286.893,25678.182,625705.536,-64035.011,625705.536,,,789631.92
BPC,2021,4,Q4-2021,70753698.161,64382977.409,6367352.442,163965.341,1755889.991,426294.917,1755889.991,,,2062122.808
BPC,2022,1,Q1-2022,67660349.752,61967743.016,5690831.756,-1043.665,32274.623,-367645.231,32274.623,,,50830.779
BPC,2022,2,Q2-2022,72225295.847,66103923.072,6112139.765,-9077.048,197530.781,-772385.32,197530.781,,,253956.155
BPC,2022,3,Q3-2022,54592742.382,49068404.934,5516837.898,-75194.958,369978.417,-515198.494,369978.417,,,476442.842
BPC,2022,4,Q4-2022,69318163.467,62602381.421,6576138.766,110418.732,490409.485,-1141411.045,490409.485,,,775938.09
BRC,2020,1,Q1-2020,65988464.147,50402643.376,15585820.771,-25032.393,4486038.195,-4625.19,4486038.195,,,5607547.744
BRC,2020,2,Q2-2020,77826825.617,58048600.67,19778224.947,65910.442,6212064.91,-699625.453,6212064.91,,,7765081.137
BRC,2020,3,Q3-2020,67166074.022,48512442.744,18653631.278,-166799.636,5440825.932,-290432.181,5440825.932,,,6797420.894
BRC,2020,4,Q4-2020,77754457.837,58346929.157,19341600.176,-37149.311,4988508.964,-241606.234,4988508.964,,,5804113.704
BRC,2021,1,Q1-2021,76259990.554,56516468.525,19743522.029,-44.717,5519252.266,-346493.443,5519252.266,,,6899065.333
BRC,2021,2,Q2-2021,92059225.707,69376233.25,22652992.457,23908.988,7019605.08,-675292.465,7019605.08,,,8801981.35
BRC,2021,3,Q3-2021,82709271.724,65082971.792,17626299.932,-24.406,5000171.135,-175744.966,5000171.135,,,6250213.919
BRC,2021,4,Q4-2021,97078564.572,76962827.954,20115736.618,321850.766,3907217.403,-567831.498,3907217.403,,,4954330.725
BRC,2022,1,Q1-2022,75707484.503,59434285.008,16269539.495,-163466.329,4530170.809,-245302.002,4530170.809,,,5662713.511
BRC,2022,2,Q2-2022,82611776.401,64647630.619,17964145.782,-1356.152,3563325.396,-968731.054,3563325.396,,,4545772.164
BRC,2022,3,Q3-2022,90417262.281,67840783.173,22576479.108,-64574.167,7946049.825,-178595.66,7946049.825,,,9853873.862
BRC,2022,4,Q4-2022,89761523.689,71245652.189,18515871.5,-61353.914,2917413.535,-353518.357,2917413.535,,,3763877.608
BSC,2020,1,Q1-2020,5169553.516,3028964.992,2140588.524,0.728,55787.693,343909.834,91724.585,,,101945.173
BSC,2020,2,Q2-2020,4186328.796,2908037.14,1278291.656,231325.065,554453.911,893694.756,644289.421,,,764964.583
BSC,2020,3,Q3-2020,2602472.9,1797745.337,804727.563,671762.786,122312.804,898.718,266457.873,,,242124.874
BSC,2021,1,Q1-2021,2348727.272,914404.42,1434322.852,-1.0,455458.287,137885.305,455458.287,,,585072.858
BSC,2021,2,Q2-2021,2139279.149,1039779.861,1099499.288,0.043,37149.478,-170151.511,37149.478,,,62186.848
BSC,2021,3,Q3-2021,1450709.087,702253.159,748455.928,-1.0,-292545.92,-289173.629,-292545.92,,,-292545.92
BSC,2021,4,Q4-2021,1366877.274,480164.784,886712.49,0.219,405725.16,712763.928,405725.16,,,417959.173
BSC,2022,1,Q1-2022,1757909.092,440485.044,1317424.048,-1.0,302988.29,-50796.702,302988.29,,,385485.362
BSC,2022,2,Q2-2022,2236174.692,854454.911,1381719.781,-37.419,624352.195,723527.629,624352.195,,,796815.244
BSC,2022,3,Q3-2022,1767542.669,460328.129,1307214.54,-1.0,311312.951,76959.654,311312.951,,,407141.188
BSC,2022,4,Q4-2022,1626759.089,503010.235,1123748.854,246500.675,631911.692,578982.917,631911.692,,,806764.616
BSI,2020,1,Q1-2020,213043720.0,,,0.0,-60726460.0,-11721700.0,-60726460.0,,,-60726460.0
BSI,2020,2,Q2-2020,256919300.0,,,0.0,93338290.0,-6377400.0,93338290.0,,,96038080.0
BSI,2020,3,Q3-2020,198674170.0,,,0.0,68318230.0,-6101900.0,68318230.0,,,78619070.0
BSI,2020,4,Q4-2020,243945800.0,,,-9630.0,26555730.0,10496550.0,26555730.0,,,47607810.0
BSI,2021,1,Q1-2021,268225340.0,,,0.0,61174500.0,-28546900.0,61174500.0,,,70440170.0
BSI,2021,2,Q2-2021,332353790.0,,,5190.0,116358960.0,-17344710.0,116358960.0,,,145623400.0
BSI,2021,3,Q3-2021,319983570.0,,,3640.0,104405190.0,-36055220.0,104405190.0,,,129033670.0
BSI,2021,4,Q4-2021,412462280.0,,,16390.0,74951120.0,-51861160.0,74951120.0,,,90483360.0
BSI,2022,1,Q1-2022,332541650.0,,,0.0,83294910.0,-53643270.0,83294910.0,,,95664100.0
BSI,2022,2,Q2-2022,254962790.0,,,-2200.0,-5964750.0,-52205430.0,-5964750.0,,,312780.0
BSI,2022,3,Q3-2022,253953870.0,,,19540.0,18797760.0,-39016290.0,18797760.0,,,33431600.0
BSI,2022,4,Q4-2022,247547090.0,,,17210.0,16242760.0,-19203350.0,16242760.0,,,19528240.0
BSR,2020,1,Q1-2020,17991039747.422,19981871052.542,-1990831305.12,3212321.921,-2347531088.151,-127644659.242,-2330285178.179,,,-2345370009.277
BSR,2020,2,Q2-2020,13736905920.23,15615509749.99,-1878603829.76,13295022.573,-1898144826.875,177929877.166,-1894246679.839,,,-1897006737.994
BSR,2020,3,Q3-2020,9097968959.922,8816395335.4,281573624.522,4773705.08,162863303.784,39130213.624,173033101.904,,,164439893.274
BSR,2020,4,Q4-2020,17134510012.534,15762995537.833,1371514474.701,5599845.542,1246295863.827,86976088.331,1254374672.998,,,1247207465.559
BSR,2021,1,Q1-2021,21048655068.878,19008418257.187,2040236811.691,2149832.896,1848377697.215,67578185.046,1856468589.754,,,1848780875.626
BSR,2021,2,Q2-2021,27859886072.961,25992206579.175,1867679493.786,2295424.373,1695651386.314,144463613.217,1704214093.421,,,1758431359.409
BSR,2021,3,Q3-2021,17683055031.137,17035690835.799,643542525.287,5177497.68,470547561.848,142936545.915,476067227.696,,,499753848.479
BSR,2021,4,Q4-2021,34522481246.651,31316764780.071,3174850698.934,24379173.163,2674984946.687,57690496.105,2683985893.89,,,2878703257.224
BSR,2022,1,Q1-2022,34783091199.1,32171267741.552,2611823457.548,21341187.199,2312231722.439,166693503.008,2324074255.274,,,2463435967.465
BSR,2022,2,Q2-2022,52391131816.173,41705493471.894,10685638344.279,31330128.252,9909756263.183,37431119.411,9926699126.427,,,10466410213.152
BSR,2022,3,Q3-2022,39570169484.985,38913015728.948,654043840.48,3661459.969,454937340.568,107908560.092,478614001.622,,,514267420.54
BSR,2022,4,Q4-2022,40429748620.195,38702997674.464,1726750945.731,29432670.951,1494567134.762,409335617.046,1498602141.545,,,1620657233.413
BST,2020,1,Q1-2020,1519952.661,1128691.318,391108.343,-2540.852,32221.386,-49838.345,32221.386,,,43876.732
BST,2020,2,Q2-2020,7182642.499,6102214.907,1054031.002,10395.164,115412.366,107623.976,115412.366,,,140140.457
BST,2020,3,Q3-2020,38703451.098,32964027.978,5681097.017,2.126,1248493.348,-74134.388,1248493.348,,,1434503.996
BST,2020,4,Q4-2020,14527209.545,12043198.021,2284463.782,12405.388,132617.397,80287.087,132617.397,,,158918.09
BST,2021,1,Q1-2021,3831955.745,2738015.644,910677.619,60.227,262354.424,-46595.302,262354.424,,,331668.03
BST,2021,2,Q2-2021,28054974.772,24404704.516,3457721.105,9092.515,508226.735,30263.094,508226.735,,,631308.419
BST,2021,3,Q3-2021,29964653.576,25712627.488,3587415.723,1.736,560477.026,-273063.676,560477.026,,,693784.323
BST,2022,1,Q1-2022,4533315.887,2984801.011,951334.717,2.132,284381.93,-112574.502,284381.93,,,358702.412
BST,2022,2,Q2-2022,25858642.085,22481684.715,2915759.578,2513.517,285626.576,-2344.367,285626.576,,,363728.47
BST,2022,3,Q3-2022,56525613.641,49480578.731,6852767.733,3209.784,1072565.258,112463.12,1072565.258,,,1336474.323
BST,2022,4,Q4-2022,15684485.825,11102300.56,4252574.121,92041.199,422566.192,509165.169,422566.192,,,547343.515
BTP,2020,1,Q1-2020,415806219.632,386785711.004,29020508.628,36533.493,28295187.767,11991384.368,28295187.767,,,35391298.709
BTP,2020,2,Q2-2020,75730519.08,47061958.984,28668560.096,80325.872,44885653.689,29849671.59,44885653.689,,,53369768.111
BTP,2020,3,Q3-2020,109784853.886,86323833.163,23461020.723,43846.48,10619181.432,-6931267.474,10619181.432,,,10642552.807
BTP,2020,4,Q4-2020,146217244.911,126693179.814,19524065.097,62207.703,17744063.273,11677529.012,17744063.273,,,20845040.784
BTP,2021,1,Q1-2021,227444388.76,234027000.62,-6582611.86,14560.0,18284773.734,33903565.646,18284773.734,,,21000171.668
BTP,2021,2,Q2-2021,389713083.14,396056884.594,-6343801.454,26464.0,4971039.567,19552304.119,4971039.567,,,4971039.567
BTP,2021,3,Q3-2021,102966734.36,110708039.169,-7741304.809,81968.524,18234564.825,34242436.12,18234564.825,,,20555701.173
BTP,2021,4,Q4-2021,493200925.151,405664021.818,87536903.333,62014.244,85145066.605,31304156.537,85145066.605,,,102072936.297
BTP,2022,1,Q1-2022,99587.594,25872085.57,-25772497.976,-25480.304,-12020335.323,18915187.472,-12020335.323,,,-12020335.323
BTP,2022,2,Q2-2022,201751358.26,199602999.83,2148358.43,74718.511,14288207.759,23425899.074,14288207.759,,,17877109.68
BTP,2022,3,Q3-2022,166628877.43,110195498.949,56433378.481,47328.524,86559384.773,50048179.586,86559384.773,,,97970482.852
BTP,2022,4,Q4-2022,145014800.269,137965630.227,7049170.042,58346.692,-11215743.26,-13054051.348,-11215743.26,,,-16320412.095
BTS,2020,1,Q1-2020,688661506.938,599310723.621,89350783.317,648181.446,11447745.279,-20696060.367,11447745.279,,,15385959.383
BTS,2020,2,Q2-2020,795858847.376,699252368.807,96606478.569,7374034.202,23657507.664,-18794855.939,23657507.664,,,19719293.56
BTS,2020,3,Q3-2020,770208295.483,688821730.93,81386564.553,412042.81,12411894.445,-17878717.902,12411894.445,,,12411894.445
BTS,2020,4,Q4-2020,808818134.864,755225367.602,53592767.262,-2607128.64,-30247029.813,-16940686.144,-30247029.813,,,-30247029.813
BTS,2021,1,Q1-2021,682704639.752,606083418.522,76621221.23,3421346.246,11955204.685,-16691919.901,11955204.685,,,15063611.143
BTS,2021,2,Q2-2021,785890657.157,694028312.339,91862344.818,1431807.907,20754637.1,-16144080.262,20754637.1,,,25457209.91
BTS,2021,3,Q3-2021,657326453.96,607722694.164,49603759.796,3645502.714,-7613866.046,-14885825.768,-7613866.046,,,-7613866.046
BTS,2021,4,Q4-2021,853896083.29,744329365.901,109566717.389,7405456.092,24919622.34,-12353093.33,24919622.34,,,29506089.754
BTS,2022,1,Q1-2022,737932092.199,654141362.574,83790729.625,4552598.275,17674471.038,-12304200.761,17674471.038,,,22147119.083
BTS,2022,2,Q2-2022,812239760.536,688958831.41,106632961.132,6976832.417,30503698.278,-12916739.056,30503698.278,,,38207027.021
BTS,2022,3,Q3-2022,851448543.963,748406525.25,56096728.214,11215414.774,8021507.671,-12552899.145,8021507.671,,,10099799.332
BTS,2022,4,Q4-2022,829747033.208,718036249.591,69008721.279,11658591.489,-1368095.321,-16646194.849,-1368095.321,,,-1398034.974
BTT,2020,1,Q1-2020,60502209.609,34032122.61,26470086.999,11929.233,8473862.906,160879.793,8500120.946,,,10646013.891
BTT,2020,2,Q2-2020,40979904.881,27133837.373,13846067.508,-73059.303,5404601.768,-355871.379,5384705.338,,,6735560.874
BTT,2020,3,Q3-2020,26376108.384,14152410.365,12223698.019,-679571.072,1224221.852,-4365.778,1114780.818,,,239811.67
BTT,2020,4,Q4-2020,39333058.672,25878996.088,13454062.584,5646922.306,1727606.476,-1452886.299,1609293.802,,,2011098.614
BTT,2021,1,Q1-2021,28238017.225,15762481.151,12475536.074,108944.46,2073974.867,-1113436.903,1979203.606,,,2603370.77
BTT,2021,2,Q2-2021,34703732.807,19762384.331,14941348.476,677991.918,3594907.878,-1340386.685,3572310.524,,,4600864.723
BTT,2021,3,Q3-2021,15145110.904,11000601.094,4144509.81,24301.843,-1360288.244,-1129864.889,-1392657.738,,,-1922948.24
BTT,2021,4,Q4-2021,25166159.029,14858898.315,10307260.714,149563.337,571499.478,-2563706.606,501714.271,,,630887.866
BTT,2022,1,Q1-2022,26763448.357,14951514.112,11811934.245,56115.435,2032645.653,-1230549.713,2019670.587,,,2552160.651
BTT,2022,2,Q2-2022,37774781.287,17435917.927,20338863.36,178500.185,5247990.887,-278076.343,5349900.651,,,7256573.989
BTT,2022,3,Q3-2022,45141982.505,21796231.906,23345750.599,102346.434,9324661.323,567661.362,9417540.301,,,11795215.395
BTT,2022,4,Q4-2022,53080940.316,25209106.811,27871833.505,-97559.035,7295657.713,44949.217,7410361.553,,,9490425.965
BVS,2020,1,Q1-2020,83344140.0,,,205680.0,-22704390.0,-3233490.0,-22704390.0,,,-23580700.0
BVS,2020,2,Q2-2020,164460220.0,,,-70680.0,74476020.0,-3432040.0,74476020.0,,,85337350.0
BVS,2020,3,Q3-2020,106489040.0,,,-88170.0,33193790.0,-269590.0,33193790.0,,,38308160.0
BVS,2020,4,Q4-2020,214112540.0,,,-88440.0,47790260.0,-137120.0,47790260.0,,,54736870.0
BVS,2021,1,Q1-2021,212742050.0,,,-58950.0,63753900.0,-9733410.0,63753900.0,,,77848320.0
BVS,2021,2,Q2-2021,344427920.0,,,-185400.0,88561610.0,-23470650.0,88561610.0,,,109339260.0
BVS,2021,3,Q3-2021,227199840.0,,,-135820.0,32812220.0,-30019260.0,32812220.0,,,42641730.0
BVS,2021,4,Q4-2021,352529610.0,,,-180490.0,97052100.0,-36131370.0,97052100.0,,,119948990.0
BVS,2022,1,Q1-2022,249531830.0,,,-135700.0,48711320.0,-42868450.0,48711320.0,,,61052050.0
BVS,2022,2,Q2-2022,234511050.0,,,-136290.0,15392540.0,-16125910.0,15392540.0,,,19363470.0
BVS,2022,3,Q3-2022,161874260.0,,,-129730.0,38094530.0,-8253170.0,38094530.0,,,47488480.0
BVS,2022,4,Q4-2022,209349100.0,,,2156220.0,41320270.0,-9468530.0,41320270.0,,,49881630.0
BWE,2020,1,Q1-2020,733118666.965,451968179.118,281150487.847,-589771.658,131650876.037,-22618278.737,131668929.009,,,150508470.558
BWE,2020,2,Q2-2020,691901690.584,394199161.691,297702528.893,2106155.551,117562050.182,-55857525.347,117589225.699,,,129333023.297
BWE,2020,3,Q3-2020,740550445.371,431059219.935,309491225.436,185788.894,139580177.606,-43729133.369,139591038.506,,,152318621.094
BWE,2020,4,Q4-2020,859766652.66,512032386.292,347734266.368,3375162.435,150112215.519,-49937694.532,150009843.146,,,167551102.233
BWE,2021,1,Q1-2021,675477972.705,368465050.406,307012922.299,143868.759,177749636.469,26509809.226,172400170.624,,,203602239.741
BWE,2021,2,Q2-2021,787026803.577,456332813.246,318147405.599,6190247.91,169573548.437,-26393975.056,168677635.446,,,192455268.457
BWE,2021,3,Q3-2021,651685994.5,345791211.686,305894782.814,-33804411.468,158587201.797,1037591.827,158483577.694,,,179728101.46
BWE,2021,4,Q4-2021,1017801536.116,630203689.227,383725662.365,7502902.836,244317655.413,29944530.017,244080326.022,,,282966903.958
BWE,2022,1,Q1-2022,733325577.475,385534035.305,347791542.17,1417194.142,176379845.344,-24410334.896,176817023.129,,,201787305.715
BWE,2022,2,Q2-2022,847031278.989,460748330.316,386282948.673,10999326.171,210806870.621,-52608587.967,209521599.302,,,229077049.457
BWE,2022,3,Q3-2022,860138581.81,510529091.091,349609490.719,161542.792,196644965.466,-24345580.534,196538966.624,,,215645962.42
BWE,2022,4,Q4-2022,1043251236.467,705868823.562,337382412.905,9974199.42,170349179.029,-13258109.926,167579286.389,,,199216078.951
C32,2020,1,Q1-2020,163373810.662,126673305.01,36700505.652,741822.904,19223014.376,-2446661.247,19223647.734,,,23930966.898
C32,2020,2,Q2-2020,192901436.763,148481246.8,44412107.833,1393219.889,26629853.602,-2261480.385,26630551.622,,,31830819.053
C32,2020,3,Q3-2020,159701266.881,137579327.234,22121939.647,3407848.675,11362882.367,-2039174.306,11362955.732,,,13485769.352
C32,2020,4,Q4-2020,122255915.042,99779120.716,22471810.326,2967922.905,22825275.828,1268328.248,22825358.466,,,27358530.023
C32,2021,1,Q1-2021,81805087.562,67806013.119,13999074.443,429154.808,7531554.999,4129883.313,7532134.283,,,7783294.197
C32,2021,2,Q2-2021,134534769.149,115915834.402,18618934.747,2122991.656,16720454.251,2932481.537,16720551.328,,,18124184.508
C32,2021,3,Q3-2021,86311358.555,78257000.407,8054358.148,952528.686,24718605.752,25832000.096,24718702.823,,,30387615.319
C32,2021,4,Q4-2021,213241368.938,188206887.431,25034481.507,4275368.075,26157498.48,16367042.48,26157454.794,,,31880939.465
C32,2022,1,Q1-2022,122536245.011,105431148.432,17098550.979,1905586.385,7798894.571,-414300.328,7798907.985,,,9698377.319
C32,2022,2,Q2-2022,157665382.363,137227729.828,20437652.535,696164.874,6685936.676,-4603393.287,6685737.91,,,8218172.215
C32,2022,3,Q3-2022,153130309.571,135370491.829,17734811.342,-110051.772,9796829.561,-2727471.024,9796829.561,,,10852215.172
C32,2022,4,Q4-2022,138462874.812,122150180.423,16312694.389,2386118.201,2021635.71,-6136727.687,2021179.766,,,2303581.833
C47,2020,1,Q1-2020,210519816.955,182905323.2,27614493.755,86960.144,747863.342,-16572940.591,1890093.183,,,1830881.971
C47,2020,2,Q2-2020,340405188.414,299097365.335,41307823.079,1199228.059,9131939.055,-21252639.932,10110082.24,,,12202804.633
C47,2020,3,Q3-2020,441234679.758,389124261.524,52110418.234,-24815240.928,3752289.412,-14521081.166,3752289.412,,,4716385.154
C47,2020,4,Q4-2020,235653211.648,217325049.172,18328162.476,1035961.322,6474826.52,-2434819.651,6943308.184,,,8615710.229
C47,2021,1,Q1-2021,303743656.35,272984861.954,30758794.396,2797223.248,5303603.703,-18897518.773,5049287.446,,,6454977.638
C47,2021,2,Q2-2021,268593867.058,241809203.488,26784663.57,11430432.321,11897905.273,-14444417.385,12065403.608,,,15098921.819
C47,2021,3,Q3-2021,127175295.46,93701114.025,33474181.435,52891.926,5917676.915,-19065485.336,6649700.703,,,8120787.925
C47,2021,4,Q4-2021,183654921.579,160972755.048,22682166.531,-558970.617,19632835.831,11302456.414,20114607.132,,,26361356.222
C47,2022,1,Q1-2022,88998270.797,64717259.96,24281010.837,-24813.416,4844297.572,-11966587.388,4248372.173,,,5643112.478
C47,2022,2,Q2-2022,192808649.883,161812918.638,30995731.245,-1403475.806,7011098.661,-13048867.893,6529908.787,,,8677508.182
C47,2022,3,Q3-2022,257956343.548,236498503.853,21457839.695,-187689.956,1781465.422,-13421997.214,1756862.556,,,2177806.147
C47,2022,4,Q4-2022,249245389.078,227262243.836,21983145.242,3067753.459,1934740.204,-14811572.781,1833751.611,,,3268162.83
CAN,2020,1,Q1-2020,175798048.093,138999969.752,34526260.342,-72541.564,3707359.011,-1067009.934,3707359.011,,,4947447.331
CAN,2020,2,Q2-2020,176556537.947,131882900.863,42865298.59,-59890.785,9239493.088,-1304851.733,9239493.088,,,11451251.278
CAN,2020,3,Q3-2020,188709453.299,154820353.99,33059240.331,-24433.546,3515125.682,-985026.204,3515125.682,,,4363226.152
CAN,2020,4,Q4-2020,188709453.299,154820353.99,33059240.331,-24433.546,3515125.682,-985026.204,3515125.682,,,4363226.152
CAN,2021,1,Q1-2021,169213633.882,138776777.551,28805464.317,447918.98,-1854339.88,-1092118.069,-1854339.88,,,-1746234.423
CAN,2021,2,Q2-2021,218102522.199,175358078.1,38750923.997,-4123.836,5703112.699,-1224391.736,1121536.563,,,6262903.472
CAN,2021,3,Q3-2021,264176226.605,191142056.61,67819945.722,-369964.547,18917360.787,-1370519.971,17574413.989,,,23581506.585
CAN,2021,4,Q4-2021,228453308.699,171885374.701,50081703.9,-98927.218,6062124.402,-1722678.251,3877447.932,,,9102692.585
CAN,2022,1,Q1-2022,177030274.353,131976753.217,41264341.138,-30594.681,6604062.432,-2211582.034,6604062.432,,,8260958.636
CAN,2022,2,Q2-2022,212506881.949,175442449.29,33035500.715,231784.161,237090.491,-2217715.867,237090.491,,,1771524.834
CAN,2022,3,Q3-2022,218872552.414,173518983.211,41401123.524,-665279.695,7297381.397,-1963883.111,7297381.397,,,8771991.261
CAN,2022,4,Q4-2022,217310735.687,178745560.39,35676535.874,-758321.786,1954693.423,-1220325.651,1954693.423,,,1366522.5
CCL,2020,1,Q1-2020,180596325.417,142396531.637,38199793.78,-1.0,19858359.418,-4089170.253,19831296.77,,,24716123.029
CCL,2020,2,Q2-2020,208317283.806,188667985.176,19649298.63,-1.0,10374003.413,-3792633.472,10293337.561,,,12649557.812
CCL,2020,3,Q3-2020,230231517.501,200668520.042,17982389.143,958631.319,10014479.029,-3857269.252,9981656.303,,,12470563.64
CCL,2020,4,Q4-2020,273144003.345,213847784.914,59296218.431,-2630996.808,30111571.957,-2892666.829,30110477.224,,,37553115.384
CCL,2021,1,Q1-2021,248241593.328,195114730.507,53126862.821,-25000.397,22166106.722,-5043543.53,22145288.604,,,27631706.719
CCL,2021,2,Q2-2021,302160868.281,232087211.72,70073656.561,-1735131.97,25771250.678,-5306307.605,25755212.028,,,32584010.879
CCL,2021,3,Q3-2021,182271066.558,160142382.787,22128683.771,-640930.445,7411961.059,-5488117.848,7402064.809,,,9385871.332
CCL,2021,4,Q4-2021,243526826.804,201287230.139,40041273.633,25000.0,22322279.265,-5038164.666,22358644.999,,,28532508.392
CCL,2022,1,Q1-2022,65115670.751,50946278.989,12164171.774,-1.0,1998021.429,-4019701.539,2070825.67,,,2861547.993
CCL,2022,2,Q2-2022,140660233.18,92838130.644,47822102.536,-329031.073,24020139.983,-5690351.277,24108446.748,,,30548966.57
CCL,2022,3,Q3-2022,132669837.587,87430462.835,45239374.752,1659205.26,19928345.807,-7878409.017,19998740.963,,,25447338.995
CCL,2022,4,Q4-2022,220379575.822,158498016.884,21311278.393,-34192.947,10088805.374,-4961217.965,9857186.488,,,11546619.424
CCR,2020,1,Q1-2020,40268477.671,23354742.642,16913735.029,4500.0,6810768.246,-926402.125,6736388.517,,,8469802.43
CCR,2020,2,Q2-2020,25270667.508,16615899.606,8654767.902,-14741.764,4242713.544,-784417.97,4187396.558,,,5121201.042
CCR,2020,3,Q3-2020,41069374.709,26264794.01,14804580.699,208101.283,7388845.136,-722363.368,7154818.715,,,8119810.952
CCR,2020,4,Q4-2020,31027889.942,17317210.151,13710679.791,4489.0,5992277.275,-367635.165,5954771.169,,,6553425.994
CCR,2021,1,Q1-2021,50639377.169,30716677.19,19922699.979,122463.238,9883714.994,-250770.781,9828912.193,,,12409148.327
CCR,2021,2,Q2-2021,57446319.516,29343579.546,28102739.97,-1922794.727,13929458.983,-115439.559,13856264.712,,,17248158.984
CCR,2021,3,Q3-2021,55150846.936,32224727.743,22926119.193,-283975.133,11217788.525,123069.228,11096198.8,,,14323153.642
CCR,2021,4,Q4-2021,31707135.766,20169202.868,11537932.898,4478.0,5862956.752,256138.604,5692457.874,,,7478645.666
CCR,2022,1,Q1-2022,32132418.667,20842413.256,11290005.411,-16756.852,5195320.858,252428.768,5249718.562,,,6508057.127
CCR,2022,2,Q2-2022,38481415.81,28181245.427,10300170.383,6000.0,3947718.069,220787.391,3768987.345,,,4973151.402
CCR,2022,3,Q3-2022,40216100.919,31802605.249,8413495.67,23815.0,2092881.071,153381.89,1848712.588,,,2578314.404
CCR,2022,4,Q4-2022,41048512.524,30486657.469,10561855.055,2436.8,3822902.519,278275.592,3733744.792,,,5040581.998
CDN,2020,1,Q1-2020,224451180.505,144658260.772,79762400.383,49739.393,56095567.551,4695945.046,56095567.551,,,70141636.667
CDN,2020,2,Q2-2020,215210078.403,136659920.612,78549152.191,313340.134,57137000.101,5841264.698,57137000.101,,,70055119.857
CDN,2020,3,Q3-2020,226144376.076,143055258.561,83089117.515,30271.116,52169549.937,3611395.791,52169549.937,,,64953187.422
CDN,2020,4,Q4-2020,238521002.494,161754154.054,76766848.44,1265755.953,44182406.013,1923102.775,44182406.013,,,55103237.232
CDN,2021,1,Q1-2021,265280105.047,170082267.367,95197837.68,108629.695,60291880.319,4218339.461,60291880.319,,,75152350.399
CDN,2021,2,Q2-2021,283478641.609,183202747.037,100275894.572,53737.455,62371604.212,9134511.598,62371604.212,,,76990396.209
CDN,2021,3,Q3-2021,269218696.03,176279146.978,92939549.052,943215.256,58623451.296,3840088.97,58623451.296,,,73021250.73
CDN,2021,4,Q4-2021,260927117.824,167792011.08,93135106.744,833923.091,56781583.141,4886494.562,56781583.141,,,71135227.5
CDN,2022,1,Q1-2022,278276549.796,166563838.025,111712711.771,222763.519,64610884.466,2460992.192,64610884.466,,,80810855.582
CDN,2022,2,Q2-2022,276648471.196,175867989.443,100780481.753,78220.504,66831967.521,14353668.195,66831967.521,,,81959601.138
CDN,2022,3,Q3-2022,307892346.489,194374326.997,113518019.492,1132877.983,65933670.256,3413098.634,65933670.256,,,82483974.584
CDN,2022,4,Q4-2022,332507239.505,193259807.67,139247431.835,-101424.686,74215661.559,6762098.228,74215661.559,,,93147795.226
CET,2020,1,Q1-2020,4915729.8,4223141.344,692588.456,27571.551,-461413.539,-209964.146,-461413.539,,,-461413.539
CET,2020,2,Q2-2020,7033844.48,5630965.507,1402878.973,-1.0,274691.388,-271643.137,274691.388,,,274691.388
CET,2020,3,Q3-2020,8073882.4,6844026.984,1229855.416,-93076.25,-678685.437,-154686.441,-678685.437,,,-678685.437
CET,2020,4,Q4-2020,8632365.4,6207435.369,2424930.031,83069.926,1566548.404,-73635.466,1566548.404,,,1566548.404
