ticker,year,quarter,time,code,name,value
AAA,2021,2,Q2-2021,TotalDebt,Tổng nợ,4430109618.877
AAA,2021,2,Q2-2021,TotalOwnerCapital,Vốn chủ sở hữu,5212200462.45
AAA,2021,2,Q2-2021,TotalShortTermDebt,Nợ ngắn hạn,3713259862.429
AAA,2021,3,Q3-2021,ShortTermFloatingCapital,Tổng tài sản lưu động ngắn hạn,5461324349.888
AAA,2021,3,Q3-2021,TotalAsset,Tổng tài sản,9957115220.854
AAA,2021,3,Q3-2021,TotalDebt,Tổng nợ,4659393268.03
AAA,2021,3,Q3-2021,TotalOwnerCapital,Vốn chủ sở hữu,5297721952.824
AAA,2021,3,Q3-2021,TotalShortTermDebt,Nợ ngắn hạn,3801512394.659
AAA,2021,4,Q4-2021,ShortTermFloatingCapital,Tổng tài sản lưu động ngắn hạn,5336715803.039
AAA,2021,4,Q4-2021,TotalAsset,Tổng tài sản,9991631928.569
AAA,2021,4,Q4-2021,TotalDebt,Tổng nợ,4533249592.064
AAA,2021,4,Q4-2021,TotalOwnerCapital,Vốn chủ sở hữu,5458382336.505
AAA,2021,4,Q4-2021,TotalShortTermDebt,Nợ ngắn hạn,3260484568.906
AAA,2022,1,Q1-2022,ShortTermFloatingCapital,Tổng tài sản lưu động ngắn hạn,5562193645.295
AAA,2022,1,Q1-2022,TotalAsset,Tổng tài sản,10477077016.93
AAA,2022,1,Q1-2022,TotalDebt,Tổng nợ,5103178395.965
AAA,2022,1,Q1-2022,TotalOwnerCapital,Vốn chủ sở hữu,5373898620.965
AAA,2022,1,Q1-2022,TotalShortTermDebt,Nợ ngắn hạn,3838441760.839
AAA,2022,2,Q2-2022,ShortTermFloatingCapital,Tổng tài sản lưu động ngắn hạn,5692503386.811
AAA,2022,2,Q2-2022,TotalAsset,Tổng tài sản,10928357909.053
AAA,2022,2,Q2-2022,TotalDebt,Tổng nợ,5338776782.033
AAA,2022,2,Q2-2022,TotalOwnerCapital,Vốn chủ sở hữu,5589581127.02
AAA,2022,2,Q2-2022,TotalShortTermDebt,Nợ ngắn hạn,4002483814.408
AAA,2022,3,Q3-2022,ShortTermFloatingCapital,Tổng tài sản lưu động ngắn hạn,6138746931.264
AAA,2022,3,Q3-2022,TotalAsset,Tổng tài sản,11277995454.318
AAA,2022,3,Q3-2022,TotalDebt,Tổng nợ,4882951646.543
AAA,2022,3,Q3-2022,TotalOwnerCapital,Vốn chủ sở hữu,6395043807.775
AAA,2022,3,Q3-2022,TotalShortTermDebt,Nợ ngắn hạn,3326090788.653
AAA,2022,4,Q4-2022,ShortTermFloatingCapital,Tổng tài sản lưu động ngắn hạn,5623485000.285
AAA,2022,4,Q4-2022,TotalAsset,Tổng tài sản,10781316431.919
AAA,2022,4,Q4-2022,TotalDebt,Tổng nợ,4613713019.899
AAA,2022,4,Q4-2022,TotalOwnerCapital,Vốn chủ sở hữu,6167603412.02
AAA,2022,4,Q4-2022,TotalShortTermDebt,Nợ ngắn hạn,3195249080.486
AAT,2021,1,Q1-2021,ShortTermFloatingCapital,Tổng tài sản lưu động ngắn hạn,252222817.564
AAT,2021,1,Q1-2021,TotalAsset,Tổng tài sản,656128944.823
AAT,2021,1,Q1-2021,TotalDebt,Tổng nợ,222316906.603
AAT,2021,1,Q1-2021,TotalOwnerCapital,Vốn chủ sở hữu,433812038.22
AAT,2021,1,Q1-2021,TotalShortTermDebt,Nợ ngắn hạn,160407880.947
AAT,2021,2,Q2-2021,ShortTermFloatingCapital,Tổng tài sản lưu động ngắn hạn,230131104.003
AAT,2021,2,Q2-2021,TotalAsset,Tổng tài sản,631851425.283
AAT,2021,2,Q2-2021,TotalDebt,Tổng nợ,182091747.363
AAT,2021,2,Q2-2021,TotalOwnerCapital,Vốn chủ sở hữu,449759677.92
AAT,2021,2,Q2-2021,TotalShortTermDebt,Nợ ngắn hạn,106502438.847
AAT,2021,3,Q3-2021,ShortTermFloatingCapital,Tổng tài sản lưu động ngắn hạn,231158815.652
AAT,2021,3,Q3-2021,TotalAsset,Tổng tài sản,718474812.928
AAT,2021,3,Q3-2021,TotalDebt,Tổng nợ,266241639.221
AAT,2021,3,Q3-2021,TotalOwnerCapital,Vốn chủ sở hữu,452233173.707
AAT,2021,3,Q3-2021,TotalShortTermDebt,Nợ ngắn hạn,170452416.61
AAT,2021,4,Q4-2021,ShortTermFloatingCapital,Tổng tài sản lưu động ngắn hạn,342662732.491
AAT,2021,4,Q4-2021,TotalAsset,Tổng tài sản,976051727.827
AAT,2021,4,Q4-2021,TotalDebt,Tổng nợ,307764046.643
AAT,2021,4,Q4-2021,TotalOwnerCapital,Vốn chủ sở hữu,668287681.184
AAT,2021,4,Q4-2021,TotalShortTermDebt,Nợ ngắn hạn,105950448.203
AAT,2022,1,Q1-2022,ShortTermFloatingCapital,Tổng tài sản lưu động ngắn hạn,494376568.696
AAT,2022,1,Q1-2022,TotalAsset,Tổng tài sản,1237793386.803
AAT,2022,1,Q1-2022,TotalDebt,Tổng nợ,569035164.392
AAT,2022,1,Q1-2022,TotalOwnerCapital,Vốn chủ sở hữu,668758222.411
AAT,2022,1,Q1-2022,TotalShortTermDebt,Nợ ngắn hạn,356116508.979
AAT,2022,2,Q2-2022,ShortTermFloatingCapital,Tổng tài sản lưu động ngắn hạn,366016769.72
AAT,2022,2,Q2-2022,TotalAsset,Tổng tài sản,1099972930.564
AAT,2022,2,Q2-2022,TotalDebt,Tổng nợ,342890564.234
AAT,2022,2,Q2-2022,TotalOwnerCapital,Vốn chủ sở hữu,757082366.33
AAT,2022,2,Q2-2022,TotalShortTermDebt,Nợ ngắn hạn,145828644.946
AAT,2022,3,Q3-2022,ShortTermFloatingCapital,Tổng tài sản lưu động ngắn hạn,441267367.379
AAT,2022,3,Q3-2022,TotalAsset,Tổng tài sản,1059538048.227
AAT,2022,3,Q3-2022,TotalDebt,Tổng nợ,320044956.535
AAT,2022,3,Q3-2022,TotalOwnerCapital,Vốn chủ sở hữu,739493091.692
AAT,2022,3,Q3-2022,TotalShortTermDebt,Nợ ngắn hạn,130216820.877
AAT,2022,4,Q4-2022,ShortTermFloatingCapital,Tổng tài sản lưu động ngắn hạn,447221040.571
AAT,2022,4,Q4-2022,TotalAsset,Tổng tài sản,1056917551.882
AAT,2022,4,Q4-2022,TotalDebt,Tổng nợ,317022676.267
AAT,2022,4,Q4-2022,TotalOwnerCapital,Vốn chủ sở hữu,739894875.615
AAT,2022,4,Q4-2022,TotalShortTermDebt,Nợ ngắn hạn,135729762.764
ABR,2020,2,Q2-2020,ShortTermFloatingCapital,Tổng tài sản lưu động ngắn hạn,192129178.593
ABR,2020,2,Q2-2020,TotalAsset,Tổng tài sản,277974311.988
ABR,2020,2,Q2-2020,TotalDebt,Tổng nợ,50272697.82
ABR,2020,2,Q2-2020,TotalOwnerCapital,Vốn chủ sở hữu,227701614.168
ABR,2020,2,Q2-2020,TotalShortTermDebt,Nợ ngắn hạn,47691268.238
ABR,2021,1,Q1-2021,ShortTermFloatingCapital,Tổng tài sản lưu động ngắn hạn,217919816.782
ABR,2021,1,Q1-2021,TotalAsset,Tổng tài sản,299039661.264
ABR,2021,1,Q1-2021,TotalDebt,Tổng nợ,58587078.947
ABR,2021,1,Q1-2021,TotalOwnerCapital,Vốn chủ sở hữu,240452582.317
ABR,2021,1,Q1-2021,TotalShortTermDebt,Nợ ngắn hạn,55428606.565
ABR,2021,2,Q2-2021,ShortTermFloatingCapital,Tổng tài sản lưu động ngắn hạn,217561467.864
ABR,2021,2,Q2-2021,TotalAsset,Tổng tài sản,296710286.777
ABR,2021,2,Q2-2021,TotalDebt,Tổng nợ,51675974.527
ABR,2021,2,Q2-2021,TotalOwnerCapital,Vốn chủ sở hữu,245034312.25
ABR,2021,2,Q2-2021,TotalShortTermDebt,Nợ ngắn hạn,48314319.045
ABR,2021,3,Q3-2021,ShortTermFloatingCapital,Tổng tài sản lưu động ngắn hạn,237751435.715
ABR,2021,3,Q3-2021,TotalAsset,Tổng tài sản,314438450.157
ABR,2021,3,Q3-2021,TotalDebt,Tổng nợ,64776783.373
ABR,2021,3,Q3-2021,TotalOwnerCapital,Vốn chủ sở hữu,249661666.784
ABR,2021,3,Q3-2021,TotalShortTermDebt,Nợ ngắn hạn,61150076.092
ABR,2021,4,Q4-2021,ShortTermFloatingCapital,Tổng tài sản lưu động ngắn hạn,238972566.232
ABR,2021,4,Q4-2021,TotalAsset,Tổng tài sản,315314957.213
ABR,2021,4,Q4-2021,TotalDebt,Tổng nợ,59835049.423
ABR,2021,4,Q4-2021,TotalOwnerCapital,Vốn chủ sở hữu,255479907.79
ABR,2021,4,Q4-2021,TotalShortTermDebt,Nợ ngắn hạn,55837349.842
ABR,2022,1,Q1-2022,ShortTermFloatingCapital,Tổng tài sản lưu động ngắn hạn,256850971.363
ABR,2022,1,Q1-2022,TotalAsset,Tổng tài sản,330313411.43
ABR,2022,1,Q1-2022,TotalDebt,Tổng nợ,68765830.912
ABR,2022,1,Q1-2022,TotalOwnerCapital,Vốn chủ sở hữu,261547580.518
ABR,2022,1,Q1-2022,TotalShortTermDebt,Nợ ngắn hạn,64603039.631
ABR,2022,2,Q2-2022,ShortTermFloatingCapital,Tổng tài sản lưu động ngắn hạn,274072325.666
ABR,2022,2,Q2-2022,TotalAsset,Tổng tài sản,344739709.731
ABR,2022,2,Q2-2022,TotalDebt,Tổng nợ,77483078.269
ABR,2022,2,Q2-2022,TotalOwnerCapital,Vốn chủ sở hữu,267256631.462
ABR,2022,2,Q2-2022,TotalShortTermDebt,Nợ ngắn hạn,73099848.388
ABR,2022,3,Q3-2022,ShortTermFloatingCapital,Tổng tài sản lưu động ngắn hạn,189761568.172
ABR,2022,3,Q3-2022,TotalAsset,Tổng tài sản,367923422.408
ABR,2022,3,Q3-2022,TotalDebt,Tổng nợ,92204904.633
ABR,2022,3,Q3-2022,TotalOwnerCapital,Vốn chủ sở hữu,275718517.775
ABR,2022,3,Q3-2022,TotalShortTermDebt,Nợ ngắn hạn,87664362.552
ABR,2022,4,Q4-2022,ShortTermFloatingCapital,Tổng tài sản lưu động ngắn hạn,197271942.135
ABR,2022,4,Q4-2022,TotalAsset,Tổng tài sản,373492092.602
ABR,2022,4,Q4-2022,TotalDebt,Tổng nợ,88653402.738
ABR,2022,4,Q4-2022,TotalOwnerCapital,Vốn chủ sở hữu,284838689.864
ABR,2022,4,Q4-2022,TotalShortTermDebt,Nợ ngắn hạn,84055350.957
ABS,2020,1,Q1-2020,ShortTermFloatingCapital,Tổng tài sản lưu động ngắn hạn,313424966.093
ABS,2020,1,Q1-2020,TotalAsset,Tổng tài sản,619555581.481
ABS,2020,1,Q1-2020,TotalDebt,Tổng nợ,214504378.571
ABS,2020,1,Q1-2020,TotalOwnerCapital,Vốn chủ sở hữu,405051202.91
ABS,2020,1,Q1-2020,TotalShortTermDebt,Nợ ngắn hạn,214117668.571
ABS,2020,2,Q2-2020,ShortTermFloatingCapital,Tổng tài sản lưu động ngắn hạn,349358993.206
ABS,2020,2,Q2-2020,TotalAsset,Tổng tài sản,655136953.498
ABS,2020,2,Q2-2020,TotalDebt,Tổng nợ,257668550.61
ABS,2020,2,Q2-2020,TotalOwnerCapital,Vốn chủ sở hữu,397468402.888
ABS,2020,2,Q2-2020,TotalShortTermDebt,Nợ ngắn hạn,257381837.61
ABS,2020,3,Q3-2020,ShortTermFloatingCapital,Tổng tài sản lưu động ngắn hạn,252972428.982
ABS,2020,3,Q3-2020,TotalAsset,Tổng tài sản,558822325.937
ABS,2020,3,Q3-2020,TotalDebt,Tổng nợ,158975895.632
ABS,2020,3,Q3-2020,TotalOwnerCapital,Vốn chủ sở hữu,399846430.305
ABS,2020,3,Q3-2020,TotalShortTermDebt,Nợ ngắn hạn,158975895.632
ABS,2020,4,Q4-2020,ShortTermFloatingCapital,Tổng tài sản lưu động ngắn hạn,865007063.017
ABS,2020,4,Q4-2020,TotalAsset,Tổng tài sản,1170618057.515
ABS,2020,4,Q4-2020,TotalDebt,Tổng nợ,732805244.851
ABS,2020,4,Q4-2020,TotalOwnerCapital,Vốn chủ sở hữu,437812812.664
ABS,2020,4,Q4-2020,TotalShortTermDebt,Nợ ngắn hạn,732805244.851
ABS,2021,1,Q1-2021,ShortTermFloatingCapital,Tổng tài sản lưu động ngắn hạn,895019896.233
ABS,2021,1,Q1-2021,TotalAsset,Tổng tài sản,1627786710.263
ABS,2021,1,Q1-2021,TotalDebt,Tổng nợ,722271795.366
ABS,2021,1,Q1-2021,TotalOwnerCapital,Vốn chủ sở hữu,905514914.897
ABS,2021,1,Q1-2021,TotalShortTermDebt,Nợ ngắn hạn,721979295.366
ABS,2021,2,Q2-2021,ShortTermFloatingCapital,Tổng tài sản lưu động ngắn hạn,1330532273.819
ABS,2021,2,Q2-2021,TotalAsset,Tổng tài sản,1637948026.259
ABS,2021,2,Q2-2021,TotalDebt,Tổng nợ,728445166.691
ABS,2021,2,Q2-2021,TotalOwnerCapital,Vốn chủ sở hữu,909502859.568
ABS,2021,2,Q2-2021,TotalShortTermDebt,Nợ ngắn hạn,728052666.691
ABS,2021,3,Q3-2021,ShortTermFloatingCapital,Tổng tài sản lưu động ngắn hạn,1411673325.984
ABS,2021,3,Q3-2021,TotalAsset,Tổng tài sản,1717387565.547
ABS,2021,3,Q3-2021,TotalDebt,Tổng nợ,804149589.834
ABS,2021,3,Q3-2021,TotalOwnerCapital,Vốn chủ sở hữu,913237975.713
ABS,2021,3,Q3-2021,TotalShortTermDebt,Nợ ngắn hạn,803757089.834
ABS,2021,4,Q4-2021,ShortTermFloatingCapital,Tổng tài sản lưu động ngắn hạn,1282206647.147
ABS,2021,4,Q4-2021,TotalAsset,Tổng tài sản,1593088291.723
ABS,2021,4,Q4-2021,TotalDebt,Tổng nợ,666413502.417
ABS,2021,4,Q4-2021,TotalOwnerCapital,Vốn chủ sở hữu,926674789.306
ABS,2021,4,Q4-2021,TotalShortTermDebt,Nợ ngắn hạn,666021002.417
ABS,2022,1,Q1-2022,ShortTermFloatingCapital,Tổng tài sản lưu động ngắn hạn,1455147698.162
ABS,2022,1,Q1-2022,TotalAsset,Tổng tài sản,1765730917.008
ABS,2022,1,Q1-2022,TotalDebt,Tổng nợ,835806124.94
ABS,2022,1,Q1-2022,TotalOwnerCapital,Vốn chủ sở hữu,929924792.068
ABS,2022,1,Q1-2022,TotalShortTermDebt,Nợ ngắn hạn,835413624.94
ABS,2022,2,Q2-2022,ShortTermFloatingCapital,Tổng tài sản lưu động ngắn hạn,1352871719.881
ABS,2022,2,Q2-2022,TotalAsset,Tổng tài sản,1663138918.64
ABS,2022,2,Q2-2022,TotalDebt,Tổng nợ,728187837.676
ABS,2022,2,Q2-2022,TotalOwnerCapital,Vốn chủ sở hữu,934951080.964
ABS,2022,2,Q2-2022,TotalShortTermDebt,Nợ ngắn hạn,727895337.676
ABS,2022,3,Q3-2022,ShortTermFloatingCapital,Tổng tài sản lưu động ngắn hạn,1365949128.527
ABS,2022,3,Q3-2022,TotalAsset,Tổng tài sản,1678479566.12
ABS,2022,3,Q3-2022,TotalDebt,Tổng nợ,737855281.34
ABS,2022,3,Q3-2022,TotalOwnerCapital,Vốn chủ sở hữu,940624284.78
ABS,2022,3,Q3-2022,TotalShortTermDebt,Nợ ngắn hạn,737562781.34
ABS,2022,4,Q4-2022,ShortTermFloatingCapital,Tổng tài sản lưu động ngắn hạn,1020679379.063
ABS,2022,4,Q4-2022,TotalAsset,Tổng tài sản,1799607546.511
ABS,2022,4,Q4-2022,TotalDebt,Tổng nợ,723234006.43
ABS,2022,4,Q4-2022,TotalOwnerCapital,Vốn chủ sở hữu,1076373540.081
ABS,2022,4,Q4-2022,TotalShortTermDebt,Nợ ngắn hạn,723875957.072
ACL,2020,1,Q1-2020,ShortTermFloatingCapital,Tổng tài sản lưu động ngắn hạn,1042936347.211
ACL,2020,1,Q1-2020,TotalAsset,Tổng tài sản,1397310000.869
ACL,2020,1,Q1-2020,TotalDebt,Tổng nợ,729980299.916
ACL,2020,1,Q1-2020,TotalOwnerCapital,Vốn chủ sở hữu,667329700.953
ACL,2020,1,Q1-2020,TotalShortTermDebt,Nợ ngắn hạn,729980299.916
ACL,2020,2,Q2-2020,ShortTermFloatingCapital,Tổng tài sản lưu động ngắn hạn,1141160070.176
ACL,2020,2,Q2-2020,TotalAsset,Tổng tài sản,1484511485.639
ACL,2020,2,Q2-2020,TotalDebt,Tổng nợ,813146083.864
ACL,2020,2,Q2-2020,TotalOwnerCapital,Vốn chủ sở hữu,671365401.775
ACL,2020,2,Q2-2020,TotalShortTermDebt,Nợ ngắn hạn,813146083.864
ACL,2020,3,Q3-2020,ShortTermFloatingCapital,Tổng tài sản lưu động ngắn hạn,1270570470.577
ACL,2020,3,Q3-2020,TotalAsset,Tổng tài sản,1609367159.877
ACL,2020,3,Q3-2020,TotalDebt,Tổng nợ,928888150.501
ACL,2020,3,Q3-2020,TotalOwnerCapital,Vốn chủ sở hữu,680479009.376
ACL,2020,3,Q3-2020,TotalShortTermDebt,Nợ ngắn hạn,928888150.501
ACL,2020,4,Q4-2020,ShortTermFloatingCapital,Tổng tài sản lưu động ngắn hạn,1320503640.155
ACL,2020,4,Q4-2020,TotalAsset,Tổng tài sản,1660133904.438
ACL,2020,4,Q4-2020,TotalDebt,Tổng nợ,965153538.197
ACL,2020,4,Q4-2020,TotalOwnerCapital,Vốn chủ sở hữu,694980366.241
ACL,2020,4,Q4-2020,TotalShortTermDebt,Nợ ngắn hạn,965153538.197
ACL,2021,1,Q1-2021,ShortTermFloatingCapital,Tổng tài sản lưu động ngắn hạn,1289031193.829
ACL,2021,1,Q1-2021,TotalAsset,Tổng tài sản,1616656364.615
ACL,2021,1,Q1-2021,TotalDebt,Tổng nợ,911257334.408
ACL,2021,1,Q1-2021,TotalOwnerCapital,Vốn chủ sở hữu,705399030.207
ACL,2021,1,Q1-2021,TotalShortTermDebt,Nợ ngắn hạn,911257334.408
ACL,2021,2,Q2-2021,ShortTermFloatingCapital,Tổng tài sản lưu động ngắn hạn,1171109215.178
ACL,2021,2,Q2-2021,TotalAsset,Tổng tài sản,1488205396.31
ACL,2021,2,Q2-2021,TotalDebt,Tổng nợ,772097292.33
ACL,2021,2,Q2-2021,TotalOwnerCapital,Vốn chủ sở hữu,716108103.98
ACL,2021,2,Q2-2021,TotalShortTermDebt,Nợ ngắn hạn,772097292.33
ACL,2021,3,Q3-2021,ShortTermFloatingCapital,Tổng tài sản lưu động ngắn hạn,1135175462.779
ACL,2021,3,Q3-2021,TotalAsset,Tổng tài sản,1443551322.056
ACL,2021,3,Q3-2021,TotalDebt,Tổng nợ,723828816.603
ACL,2021,3,Q3-2021,TotalOwnerCapital,Vốn chủ sở hữu,719722505.453
ACL,2021,3,Q3-2021,TotalShortTermDebt,Nợ ngắn hạn,723828816.603
ACL,2021,4,Q4-2021,ShortTermFloatingCapital,Tổng tài sản lưu động ngắn hạn,1157970319.371
ACL,2021,4,Q4-2021,TotalAsset,Tổng tài sản,1457942183.702
ACL,2021,4,Q4-2021,TotalDebt,Tổng nợ,727857905.992
ACL,2021,4,Q4-2021,TotalOwnerCapital,Vốn chủ sở hữu,730084277.71
ACL,2021,4,Q4-2021,TotalShortTermDebt,Nợ ngắn hạn,727857905.992
ACL,2022,1,Q1-2022,ShortTermFloatingCapital,Tổng tài sản lưu động ngắn hạn,1194350710.197
ACL,2022,1,Q1-2022,TotalAsset,Tổng tài sản,1485094807.555
ACL,2022,1,Q1-2022,TotalDebt,Tổng nợ,716004327.214
ACL,2022,1,Q1-2022,TotalOwnerCapital,Vốn chủ sở hữu,769090480.341
ACL,2022,1,Q1-2022,TotalShortTermDebt,Nợ ngắn hạn,716004327.214
ACL,2022,2,Q2-2022,ShortTermFloatingCapital,Tổng tài sản lưu động ngắn hạn,1241302668.306
ACL,2022,2,Q2-2022,TotalAsset,Tổng tài sản,1523600340.283
ACL,2022,2,Q2-2022,TotalDebt,Tổng nợ,720897100.448
ACL,2022,2,Q2-2022,TotalOwnerCapital,Vốn chủ sở hữu,802703239.835
ACL,2022,2,Q2-2022,TotalShortTermDebt,Nợ ngắn hạn,720897100.448
ACL,2022,3,Q3-2022,ShortTermFloatingCapital,Tổng tài sản lưu động ngắn hạn,1089922277.106
ACL,2022,3,Q3-2022,TotalAsset,Tổng tài sản,1368355664.527
ACL,2022,3,Q3-2022,TotalDebt,Tổng nợ,547528389.585
ACL,2022,3,Q3-2022,TotalOwnerCapital,Vốn chủ sở hữu,820827274.942
ACL,2022,3,Q3-2022,TotalShortTermDebt,Nợ ngắn hạn,547528389.585
ACL,2022,4,Q4-2022,ShortTermFloatingCapital,Tổng tài sản lưu động ngắn hạn,1206780119.023
ACL,2022,4,Q4-2022,TotalAsset,Tổng tài sản,1483041990.359
ACL,2022,4,Q4-2022,TotalDebt,Tổng nợ,658047881.951
ACL,2022,4,Q4-2022,TotalOwnerCapital,Vốn chủ sở hữu,824994108.408
ACL,2022,4,Q4-2022,TotalShortTermDebt,Nợ ngắn hạn,658047881.951
ADC,2020,1,Q1-2020,ShortTermFloatingCapital,Tổng tài sản lưu động ngắn hạn,77012570.083
ADC,2020,1,Q1-2020,TotalAsset,Tổng tài sản,107996129.634
ADC,2020,1,Q1-2020,TotalDebt,Tổng nợ,50696796.873
ADC,2020,1,Q1-2020,TotalOwnerCapital,Vốn chủ sở hữu,57299332.761
ADC,2020,1,Q1-2020,TotalShortTermDebt,Nợ ngắn hạn,50696796.873
ADC,2020,2,Q2-2020,ShortTermFloatingCapital,Tổng tài sản lưu động ngắn hạn,83697797.356
ADC,2020,2,Q2-2020,TotalAsset,Tổng tài sản,119202210.233
ADC,2020,2,Q2-2020,TotalDebt,Tổng nợ,65118839.708
ADC,2020,2,Q2-2020,TotalOwnerCapital,Vốn chủ sở hữu,54083370.525
ADC,2020,2,Q2-2020,TotalShortTermDebt,Nợ ngắn hạn,65118839.708
ADC,2020,3,Q3-2020,ShortTermFloatingCapital,Tổng tài sản lưu động ngắn hạn,131852315.329
ADC,2020,3,Q3-2020,TotalAsset,Tổng tài sản,166711574.424
ADC,2020,3,Q3-2020,TotalDebt,Tổng nợ,108720275.041
ADC,2020,3,Q3-2020,TotalOwnerCapital,Vốn chủ sở hữu,57991299.383
ADC,2020,3,Q3-2020,TotalShortTermDebt,Nợ ngắn hạn,108720275.041
ADC,2020,4,Q4-2020,ShortTermFloatingCapital,Tổng tài sản lưu động ngắn hạn,103099578.014
ADC,2020,4,Q4-2020,TotalAsset,Tổng tài sản,137972937.571
ADC,2020,4,Q4-2020,TotalDebt,Tổng nợ,74373058.548
ADC,2020,4,Q4-2020,TotalOwnerCapital,Vốn chủ sở hữu,63599879.023
ADC,2020,4,Q4-2020,TotalShortTermDebt,Nợ ngắn hạn,74373058.548
ADC,2021,1,Q1-2021,ShortTermFloatingCapital,Tổng tài sản lưu động ngắn hạn,85004547.605
ADC,2021,1,Q1-2021,TotalAsset,Tổng tài sản,120260018.124
ADC,2021,1,Q1-2021,TotalDebt,Tổng nợ,57210795.839
ADC,2021,1,Q1-2021,TotalOwnerCapital,Vốn chủ sở hữu,63049222.285
ADC,2021,1,Q1-2021,TotalShortTermDebt,Nợ ngắn hạn,57210795.839
ADC,2021,2,Q2-2021,ShortTermFloatingCapital,Tổng tài sản lưu động ngắn hạn,85699413.131
ADC,2021,2,Q2-2021,TotalAsset,Tổng tài sản,117292236.232
ADC,2021,2,Q2-2021,TotalDebt,Tổng nợ,57384091.038
ADC,2021,2,Q2-2021,TotalOwnerCapital,Vốn chủ sở hữu,59908145.194
ADC,2021,2,Q2-2021,TotalShortTermDebt,Nợ ngắn hạn,57384091.038
ADC,2021,3,Q3-2021,ShortTermFloatingCapital,Tổng tài sản lưu động ngắn hạn,116752322.904
ADC,2021,3,Q3-2021,TotalAsset,Tổng tài sản,147288891.333
ADC,2021,3,Q3-2021,TotalDebt,Tổng nợ,85980298.266
ADC,2021,3,Q3-2021,TotalOwnerCapital,Vốn chủ sở hữu,61308593.067
ADC,2021,3,Q3-2021,TotalShortTermDebt,Nợ ngắn hạn,85980298.266
ADC,2021,4,Q4-2021,ShortTermFloatingCapital,Tổng tài sản lưu động ngắn hạn,111879834.862
ADC,2021,4,Q4-2021,TotalAsset,Tổng tài sản,143713294.738
ADC,2021,4,Q4-2021,TotalDebt,Tổng nợ,76811989.321
ADC,2021,4,Q4-2021,TotalOwnerCapital,Vốn chủ sở hữu,66901305.417
ADC,2021,4,Q4-2021,TotalShortTermDebt,Nợ ngắn hạn,76811989.321
ADC,2022,1,Q1-2022,ShortTermFloatingCapital,Tổng tài sản lưu động ngắn hạn,97220009.892
ADC,2022,1,Q1-2022,TotalAsset,Tổng tài sản,129429843.303
ADC,2022,1,Q1-2022,TotalDebt,Tổng nợ,61043800.748
ADC,2022,1,Q1-2022,TotalOwnerCapital,Vốn chủ sở hữu,68386042.555
ADC,2022,1,Q1-2022,TotalShortTermDebt,Nợ ngắn hạn,61043800.748
ADC,2022,2,Q2-2022,ShortTermFloatingCapital,Tổng tài sản lưu động ngắn hạn,82632365.653
ADC,2022,2,Q2-2022,TotalAsset,Tổng tài sản,116867894.649
ADC,2022,2,Q2-2022,TotalDebt,Tổng nợ,52789428.144
