ticker,company_name,exchange,pollution_group,industry,state_own_pct,total_assets,total_liabilities,net_income,leverage,roa,loss,year
HUB,Công ty cổ phần Xây lắp Thừa Thiên Huế,HSX,other,,,,,,,,,
IDI,Công ty Cổ phần Đầu tư và Phát triển Đa Quốc Gia I.D.I,HSX,other,,,,,,,,,
KBC,Tổng Công ty Phát triển Đô thị Kinh Bắc-CTCP,HSX,other,,,,,,,,,
KDH,Công ty Cổ phần Đầu tư và Kinh doanh nhà Khang Điền,HSX,other,,,,,,,,,
KHG,Công ty Cổ phần Tập đoàn Khải Hoàn Land,HSX,other,,,,,,,,,
KHP,Công ty Cổ phần Điện lực Khánh Hòa,HSX,other,,,,,,,,,
KSB,Công ty Cổ phần Khoáng sản và Xây dựng Bình Dương,HSX,other,,,,,,,,,
LAF,Công ty Cổ phần Chế biến Hàng xuất khẩu Long An,HSX,other,,,,,,,,,
LDG,Công ty Cổ phần Đầu tư LDG,HSX,other,,,,,,,,,
LGL,Công ty cổ phần Đầu tư và Phát triển Đô thị Long Giang,HSX,other,,,,,,,,,
LHG,Công ty Cổ phần Long Hậu,HSX,other,,,,,,,,,
LIX,Công ty Cổ phần Bột giặt Lix,HSX,other,,,,,,,,,
LM8,Công ty Cổ phần Lilama 18,HSX,other,,,,,,,,,
MCM,Công ty cổ phần Giống bò sữa Mộc Châu,HSX,other,,,,,,,,,
MDG,Công ty Cổ phần miền Đông,HSX,other,,,,,,,,,
MHC,Công ty Cổ phần MHC,HSX,other,,,,,,,,,
NAV,Công ty Cổ phần Nam Việt,HSX,other,,,,,,,,,
NTC,Công ty Cổ phần Khu Công nghiệp Nam Tân Uyên,HSX,other,,,,,,,,,
NVL,Công ty cổ phần Tập đoàn Đầu tư Địa ốc No Va,HSX,other,,,,,,,,,
OGC,Công ty Cổ phần Tập đoàn Đại Dương,HSX,other,,,,,,,,,
PAC,Công ty Cổ phần Pin Ắc quy Miền Nam,HSX,other,,,,,,,,,
PAN,Công ty Cổ phần Tập đoàn PAN,HSX,other,,,,,,,,,
PC1,Công ty Cổ phần Tập đoàn PC1,HSX,other,,,,,,,,,
PHC,Công ty cổ phần Xây dựng Phục Hưng Holdings,HSX,other,,,,,,,,,
PTB,Công ty Cổ phần Phú Tài,HSX,other,,,,,,,,,
QCG,Công ty Cổ phần Quốc Cường Gia Lai,HSX,other,,,,,,,,,
REE,Công ty Cổ phần Cơ điện lạnh,HSX,other,,,,,,,,,
RYG,Công ty cổ phần Sản xuất và Đầu tư Hoàng Gia,HSX,other,,,,,,,,,
S4A,Công ty Cổ phần Thủy điện Sê San 4A,HSX,other,,,,,,,,,
SAB,Tổng CTCP Bia - Rượu - Nước giải khát Sài Gòn,HSX,other,,,,,,,,,
SAM,Công ty Cổ phần SAM Holdings,HSX,other,,,,,,,,,
SAV,Công ty Cổ phần Hợp tác kinh tế và Xuất nhập khẩu SAVIMEX,HSX,other,,,,,,,,,
SBA,Công ty Cổ phần Sông Ba,HSX,other,,,,,,,,,
SC5,Công ty Cổ phần Xây dựng số 5,HSX,other,,,,,,,,,
SFC,Công ty Cổ phần Nhiên liệu Sài Gòn,HSX,other,,,,,,,,,
SGN,Công ty cổ phần Phục vụ Mặt đất Sài Gòn,HSX,other,,,,,,,,,
SGR,Tổng Công ty cổ phần Địa ốc Sài Gòn,HSX,other,,,,,,,,,
SIP,Công ty cổ phần Đầu tư Sài Gòn VRG,HSX,other,,,,,,,,,
SJS,Công ty Cổ phần SJ Group,HSX,other,,,,,,,,,
SKG,Công ty Cổ phần Tàu cao tốc Superdong – Kiên Giang,HSX,other,,,,,,,,,
SMA,Công ty Cổ phần Thiết bị Phụ tùng Sài Gòn,HSX,other,,,,,,,,,
SMB,Công ty Cổ phần Bia Sài Gòn - Miền Trung,HSX,other,,,,,,,,,
SPM,Công ty Cổ phần S.P.M,HSX,other,,,,,,,,,
SRF,Công ty Cổ phần SEAREFICO,HSX,other,,,,,,,,,
ST8,Công ty Cổ phần Tập đoàn ST8,HSX,other,,,,,,,,,
SVI,Công ty Cổ phần Bao bì Biên Hòa,HSX,other,,,,,,,,,
SZC,Công ty cổ phần Sonadezi Châu Đức,HSX,other,,,,,,,,,
SZL,Công ty cổ phần Sonadezi Long Thành,HSX,other,,,,,,,,,
TCD,Công ty Cổ phần Tập đoàn Xây dựng Tracodi,HSX,other,,,,,,,,,
TCT,Công ty Cổ phần Cáp treo Núi Bà Tây Ninh,HSX,other,,,,,,,,,
TDH,Công ty Cổ phần Phát triển Nhà Thủ Đức,HSX,other,,,,,,,,,
TDM,Công ty cổ phần Nước Thủ Dầu Một,HSX,other,,,,,,,,,
TDP,Công ty cổ phần Thuận Đức,HSX,other,,,,,,,,,
TDW,Công ty Cổ phần Cấp nước Thủ Đức,HSX,other,,,,,,,,,
TEG,Công ty Cổ phần Trường Thành Energy Group,HSX,other,,,,,,,,,
THG,Công ty Cổ phần Đầu tư và Xây dựng Tiền Giang,HSX,other,,,,,,,,,
TLD,Công ty Cổ phần Đầu tư Xây dựng và Phát triển Đô thị Thăng Long,HSX,other,,,,,,,,,
TMP,Công ty cổ phần Thủy điện Thác Mơ,HSX,other,,,,,,,,,
TMT,Công ty Cổ phần Ô tô TMT,HSX,other,,,,,,,,,
TN1,Công ty Cổ phần Rox Key Holdings,HSX,other,,,,,,,,,
TNI,Công ty cổ phần Tập đoàn Thành Nam,HSX,other,,,,,,,,,
TNT,Công ty Cổ phần Tập đoàn TNT,HSX,other,,,,,,,,,
TTE,Công ty Cổ phần Đầu tư Năng lượng Trường Thịnh,HSX,other,,,,,,,,,
TV2,Công ty Cổ phần Tư vấn Xây dựng Điện 2,HSX,other,,,,,,,,,
UIC,Công ty Cổ phần Đầu tư Phát triển Nhà và Đô thị Idico,HSX,other,,,,,,,,,
VAF,Công ty cổ phần Phân lân nung chảy Văn Điển,HSX,other,,,,,,,,,
VCF,Công ty Cổ phần VinaCafé Biên Hòa,HSX,other,,,,,,,,,
VCG,Tổng Công ty Cổ phần Xuất nhập khẩu và Xây dựng Việt Nam,HSX,other,,,,,,,,,
VFG,Công ty Cổ phần Khử trùng Việt Nam,HSX,other,,,,,,,,,
VGC,Tổng Công ty Viglacera - CTCP,HSX,other,,,,,,,,,
VHM,Công ty cổ phần Vinhomes,HSX,other,,,,,,,,,
VIC,Tập đoàn Vingroup - Công ty Cổ phần,HSX,other,,,,,,,,,
VJC,Công ty cổ phần Hàng không Vietjet,HSX,other,,,,,,,,,
VNE,Tổng công ty Cổ phần Xây dựng điện Việt Nam,HSX,other,,,,,,,,,
VNL,Công ty cổ phần Logistics Vinalink,HSX,other,,,,,,,,,
VNM,Công ty Cổ phần Sữa Việt Nam,HSX,other,,,,,,,,,
VNS,Công ty Cổ phần Ánh Dương Việt Nam,HSX,other,,,,,,,,,
VOS,Công ty Cổ phần Vận tải biển Việt Nam,HSX,other,,,,,,,,,
VPD,Công ty cổ phần Phát triển Điện lực Việt Nam,HSX,other,,,,,,,,,
VPH,Công ty Cổ phần Vạn Phát Hưng,HSX,other,,,,,,,,,
VPS,CTCP Thuốc sát trùng Việt Nam,HSX,other,,,,,,,,,
VSC,Công ty cổ phần Container Việt Nam,HSX,other,,,,,,,,,
VTP,Tổng Công ty cổ phần Bưu chính Viettel,HSX,other,,,,,,,,,
YBM,Công ty Cổ phần Khoáng sản Công nghiệp Yên Bái,HSX,other,,,,,,,,,
